sales_method,year,price_per_unit,margin
Online,2021,32.00,51%
Online,2021,43.00,71%
Online,2021,29.00,56%
Online,2021,29.00,56%
Online,2021,50.00,56%
Online,2021,52.00,69%
Online,2021,51.00,53%
Online,2021,59.00,71%
Online,2021,53.00,58%
Online,2021,51.00,55%
Online,2021,54.00,55%
Online,2021,54.00,69%
Online,2021,50.00,50%
Online,2021,61.00,74%
Online,2021,32.00,50%
Online,2021,32.00,49%
Online,2021,24.00,48%
Online,2021,27.00,53%
Online,2021,43.00,45%
Online,2021,32.00,61%
Online,2021,32.00,54%
Online,2021,33.00,50%
Online,2021,23.00,50%
Online,2021,29.00,50%
Online,2021,41.00,49%
Online,2021,32.00,62%
Online,2021,38.00,54%
Online,2021,39.00,46%
Online,2021,29.00,50%
Online,2021,33.00,55%
Online,2021,45.00,47%
Online,2021,37.00,61%
Online,2021,38.00,53%
Online,2021,32.00,45%
Online,2021,23.00,45%
Online,2021,27.00,53%
Online,2021,42.00,48%
Online,2021,34.00,62%
Online,2021,44.00,54%
Online,2021,38.00,50%
Online,2021,32.00,48%
Online,2021,34.00,53%
Online,2021,46.00,46%
Online,2021,51.00,62%
Online,2021,36.00,53%
Online,2021,32.00,50%
Online,2021,27.00,45%
Online,2021,27.00,54%
Online,2021,42.00,50%
Online,2021,49.00,62%
Online,2021,43.00,51%
Online,2021,37.00,45%
Online,2021,34.00,45%
Online,2021,33.00,52%
Online,2021,41.00,49%
Online,2021,49.00,63%
Online,2021,41.00,53%
Online,2021,42.00,49%
Online,2021,36.00,48%
Online,2021,29.00,51%
Online,2021,37.00,48%
Online,2021,44.00,60%
Online,2021,38.00,54%
Online,2021,33.00,46%
Online,2021,18.00,48%
Online,2021,19.00,52%
Online,2021,29.00,48%
Online,2021,34.00,62%
Online,2021,36.00,54%
Online,2021,29.00,46%
Online,2021,29.00,50%
Online,2021,29.00,53%
Online,2021,37.00,48%
Online,2021,44.00,63%
Online,2021,37.00,54%
Online,2021,29.00,46%
Online,2021,29.00,47%
Online,2021,27.00,55%
Online,2021,48.00,45%
Online,2021,53.00,62%
Online,2021,49.00,50%
Online,2021,36.00,50%
Online,2021,39.00,49%
Online,2021,38.00,55%
Online,2021,45.00,48%
Online,2021,54.00,62%
Online,2021,19.00,53%
Online,2021,29.00,54%
Online,2021,28.00,55%
Online,2021,33.00,64%
Online,2021,37.00,48%
Online,2021,32.00,70%
Online,2021,24.00,54%
Online,2021,33.00,54%
Online,2021,32.00,52%
Online,2021,32.00,62%
Online,2021,38.00,48%
Online,2021,33.00,67%
Online,2021,28.00,55%
Online,2021,36.00,55%
Online,2021,27.00,58%
Online,2021,33.00,68%
Online,2021,37.00,50%
Online,2021,34.00,75%
Online,2021,19.00,58%
Online,2021,19.00,58%
Online,2021,14.00,59%
Online,2021,18.00,66%
Online,2021,23.00,53%
Online,2021,20.00,75%
Online,2021,9.00,59%
Online,2021,19.00,59%
Online,2021,15.00,56%
Online,2021,34.00,68%
Online,2021,49.00,54%
Online,2021,43.00,72%
Online,2021,43.00,55%
Online,2021,49.00,56%
Online,2021,44.00,59%
Online,2021,41.00,69%
Online,2021,49.00,55%
Online,2021,50.00,72%
Online,2021,44.00,64%
Online,2021,49.00,64%
Online,2021,41.00,63%
Online,2021,44.00,74%
Online,2021,45.00,58%
Online,2021,56.00,80%
Online,2021,38.00,61%
Online,2021,52.00,65%
Online,2021,51.00,60%
Online,2021,46.00,71%
Online,2021,50.00,59%
Online,2021,59.00,77%
Online,2021,51.00,60%
Online,2021,50.00,63%
Online,2021,59.00,63%
Online,2021,58.00,71%
Online,2021,41.00,57%
Online,2021,37.00,77%
Online,2021,29.00,60%
Online,2021,29.00,63%
Online,2021,32.00,60%
Online,2021,32.00,73%
Online,2021,29.00,60%
Online,2021,36.00,75%
Online,2021,18.00,64%
Online,2021,19.00,61%
Online,2021,43.00,64%
Online,2021,44.00,73%
Online,2021,48.00,59%
Online,2021,56.00,79%
Online,2021,56.00,63%
Online,2021,58.00,64%
Online,2021,64.00,62%
Online,2021,63.00,75%
Online,2021,58.00,56%
Online,2021,68.00,80%
Online,2021,38.00,50%
Online,2021,38.00,46%
Online,2021,28.00,52%
Online,2021,34.00,41%
Online,2021,47.00,39%
Online,2021,38.00,52%
Online,2021,38.00,49%
Online,2021,38.00,47%
Online,2021,29.00,53%
Online,2021,34.00,42%
Online,2021,46.00,39%
Online,2021,37.00,51%
Online,2021,39.00,49%
Online,2021,39.00,49%
Online,2021,27.00,55%
Online,2021,32.00,40%
Online,2021,49.00,36%
Online,2021,36.00,55%
Online,2021,37.00,48%
Online,2021,37.00,47%
Online,2021,27.00,54%
Online,2021,33.00,40%
Online,2021,47.00,38%
Online,2021,39.00,51%
Online,2021,52.00,45%
Online,2021,48.00,50%
Online,2021,42.00,54%
Online,2021,41.00,40%
Online,2021,51.00,37%
Online,2021,56.00,53%
Online,2021,54.00,47%
Online,2021,48.00,49%
Online,2021,42.00,51%
Online,2021,41.00,42%
Online,2021,50.00,36%
Online,2021,56.00,51%
Online,2021,51.00,49%
Online,2021,46.00,48%
Online,2021,43.00,55%
Online,2021,43.00,41%
Online,2021,53.00,38%
Online,2021,58.00,54%
Online,2021,50.00,46%
Online,2021,49.00,47%
Online,2021,41.00,50%
Online,2021,41.00,41%
Online,2021,54.00,37%
Online,2021,54.00,54%
Online,2021,53.00,48%
Online,2021,46.00,47%
Online,2021,41.00,55%
Online,2021,42.00,45%
Online,2021,52.00,37%
Online,2021,57.00,52%
Online,2021,55.00,50%
Online,2021,54.00,49%
Online,2021,52.00,55%
Online,2021,50.00,40%
Online,2021,61.00,38%
Online,2021,68.00,53%
Online,2021,62.00,49%
Online,2021,52.00,50%
Online,2021,52.00,52%
Online,2021,54.00,43%
Online,2021,60.00,36%
Online,2021,67.00,54%
Online,2021,62.00,48%
Online,2021,53.00,50%
Online,2021,52.00,50%
Online,2021,52.00,43%
Online,2021,60.00,36%
Online,2021,69.00,53%
Online,2021,33.00,35%
Online,2021,41.00,33%
Online,2021,43.00,40%
Online,2021,43.00,39%
Online,2021,52.00,41%
Online,2021,51.00,47%
Online,2021,53.00,48%
Online,2021,43.00,37%
Online,2021,49.00,39%
Online,2021,60.00,38%
Online,2021,52.00,44%
Online,2021,53.00,49%
Online,2021,52.00,50%
Online,2021,41.00,37%
Online,2021,49.00,38%
Online,2021,64.00,39%
Online,2021,53.00,40%
Online,2021,54.00,46%
Online,2021,50.00,50%
Online,2021,44.00,40%
Online,2021,47.00,37%
Online,2021,56.00,37%
Online,2021,49.00,44%
Online,2021,59.00,50%
Online,2021,56.00,45%
Online,2021,53.00,40%
Online,2021,51.00,38%
Online,2021,62.00,38%
Online,2021,67.00,41%
Online,2021,59.00,46%
Online,2021,55.00,50%
Online,2021,53.00,36%
Online,2021,53.00,36%
Online,2021,60.00,36%
Online,2021,67.00,42%
Online,2021,63.00,46%
Online,2021,59.00,47%
Online,2021,53.00,36%
Online,2021,51.00,38%
Online,2021,61.00,39%
Online,2021,67.00,45%
Online,2021,59.00,45%
Online,2021,56.00,45%
Online,2021,54.00,36%
Online,2021,53.00,40%
Online,2021,62.00,38%
Online,2021,67.00,42%
Online,2021,64.00,48%
Online,2021,55.00,48%
Online,2021,50.00,38%
Online,2021,50.00,39%
Online,2021,62.00,40%
Online,2021,64.00,41%
Online,2021,68.00,47%
Online,2021,60.00,48%
Online,2021,59.00,40%
Online,2021,59.00,36%
Online,2021,71.00,35%
Online,2021,73.00,40%
Online,2021,68.00,48%
Online,2021,59.00,46%
Online,2021,59.00,39%
Online,2021,62.00,38%
Online,2021,69.00,35%
Online,2021,74.00,42%
Online,2021,69.00,47%
Online,2021,60.00,47%
Online,2021,33.00,38%
Online,2021,43.00,33%
Online,2021,41.00,36%
Online,2021,43.00,35%
Online,2021,46.00,30%
Online,2021,42.00,54%
Online,2021,33.00,36%
Online,2021,42.00,32%
Online,2021,44.00,36%
Online,2021,41.00,39%
Online,2021,47.00,30%
Online,2021,44.00,55%
Online,2021,44.00,40%
Online,2021,54.00,31%
Online,2021,57.00,39%
Online,2021,52.00,36%
Online,2021,55.00,26%
Online,2021,50.00,55%
Online,2021,59.00,36%
Online,2021,61.00,35%
Online,2021,60.00,38%
Online,2021,48.00,35%
Online,2021,52.00,27%
Online,2021,66.00,50%
Online,2021,51.00,37%
Online,2021,58.00,33%
Online,2021,56.00,40%
Online,2021,52.00,40%
Online,2021,55.00,28%
Online,2021,69.00,55%
Online,2021,67.00,40%
Online,2021,72.00,31%
Online,2021,71.00,36%
Online,2021,74.00,38%
Online,2021,83.00,30%
Online,2021,97.00,52%
Online,2021,74.00,37%
Online,2021,81.00,34%
Online,2021,79.00,36%
Online,2021,73.00,40%
Online,2021,80.00,30%
Online,2021,96.00,52%
Online,2021,79.00,37%
Online,2021,71.00,34%
Online,2021,64.00,39%
Online,2021,67.00,38%
Online,2021,69.00,27%
Online,2021,72.00,53%
Online,2021,62.00,36%
Online,2021,69.00,33%
Online,2021,64.00,39%
Online,2021,62.00,40%
Online,2021,71.00,30%
Online,2021,56.00,53%
Online,2021,52.00,40%
Online,2021,61.00,30%
Online,2021,56.00,35%
Online,2021,50.00,37%
Online,2021,63.00,28%
Online,2021,64.00,51%
Online,2021,51.00,37%
Online,2021,56.00,32%
Online,2021,50.00,40%
Online,2021,60.00,39%
Online,2021,83.00,30%
Online,2021,82.00,52%
Online,2021,68.00,40%
Online,2021,77.00,30%
Online,2021,74.00,35%
Online,2021,73.00,35%
Online,2021,84.00,26%
Online,2021,89.00,50%
Online,2021,38.00,43%
Online,2021,48.00,35%
Online,2021,45.00,41%
Online,2021,47.00,45%
Online,2021,54.00,30%
Online,2021,49.00,59%
Online,2021,36.00,42%
Online,2021,49.00,35%
Online,2021,49.00,40%
Online,2021,45.00,44%
Online,2021,52.00,32%
Online,2021,47.00,58%
Online,2021,46.00,41%
Online,2021,58.00,38%
Online,2021,59.00,43%
Online,2021,58.00,42%
Online,2021,61.00,33%
Online,2021,54.00,60%
Online,2021,62.00,42%
Online,2021,66.00,35%
Online,2021,66.00,41%
Online,2021,52.00,45%
Online,2021,59.00,35%
Online,2021,72.00,60%
Online,2021,58.00,43%
Online,2021,60.00,40%
Online,2021,59.00,45%
Online,2021,59.00,43%
Online,2021,52.00,32%
Online,2021,67.00,58%
Online,2021,61.00,45%
Online,2021,64.00,35%
Online,2021,80.00,43%
Online,2021,77.00,42%
Online,2021,89.00,32%
Online,2021,103.00,56%
Online,2021,83.00,44%
Online,2021,88.00,40%
Online,2021,86.00,44%
Online,2021,82.00,43%
Online,2021,89.00,32%
Online,2021,101.00,57%
Online,2021,87.00,41%
Online,2021,77.00,35%
Online,2021,78.00,43%
Online,2021,77.00,42%
Online,2021,74.00,31%
Online,2021,81.00,58%
Online,2021,58.00,40%
Online,2021,60.00,37%
Online,2021,54.00,45%
Online,2021,54.00,44%
Online,2021,64.00,31%
Online,2021,51.00,55%
Online,2021,47.00,44%
Online,2021,59.00,38%
Online,2021,55.00,41%
Online,2021,51.00,41%
Online,2021,59.00,31%
Online,2021,65.00,58%
Online,2021,52.00,40%
Online,2021,54.00,38%
Online,2021,53.00,41%
Online,2021,64.00,43%
Online,2021,77.00,30%
Online,2021,86.00,59%
Online,2021,72.00,40%
Online,2021,82.00,35%
Online,2021,75.00,40%
Online,2021,78.00,41%
Online,2021,86.00,35%
Online,2021,87.00,55%
Online,2021,41.00,55%
Online,2021,44.00,47%
Online,2021,32.00,38%
Online,2021,37.00,41%
Online,2021,51.00,45%
Online,2021,44.00,65%
Online,2021,44.00,55%
Online,2021,42.00,49%
Online,2021,33.00,37%
Online,2021,37.00,42%
Online,2021,50.00,46%
Online,2021,42.00,64%
Online,2021,44.00,59%
Online,2021,44.00,46%
Online,2021,33.00,36%
Online,2021,39.00,41%
Online,2021,51.00,49%
Online,2021,43.00,60%
Online,2021,42.00,56%
Online,2021,43.00,45%
Online,2021,34.00,36%
Online,2021,37.00,41%
Online,2021,50.00,47%
Online,2021,41.00,65%
Online,2021,50.00,60%
Online,2021,53.00,47%
Online,2021,49.00,36%
Online,2021,47.00,40%
Online,2021,56.00,49%
Online,2021,59.00,63%
Online,2021,59.00,56%
Online,2021,54.00,48%
Online,2021,48.00,38%
Online,2021,49.00,41%
Online,2021,62.00,49%
Online,2021,69.00,62%
Online,2021,59.00,55%
Online,2021,56.00,45%
Online,2021,51.00,35%
Online,2021,53.00,43%
Online,2021,62.00,46%
Online,2021,66.00,65%
Online,2021,62.00,56%
Online,2021,55.00,45%
Online,2021,51.00,36%
Online,2021,41.00,40%
Online,2021,52.00,48%
Online,2021,55.00,60%
Online,2021,50.00,59%
Online,2021,48.00,45%
Online,2021,41.00,35%
Online,2021,44.00,41%
Online,2021,51.00,48%
Online,2021,59.00,60%
Online,2021,57.00,57%
Online,2021,46.00,46%
Online,2021,46.00,40%
Online,2021,45.00,41%
Online,2021,59.00,47%
Online,2021,64.00,62%
Online,2021,56.00,55%
Online,2021,49.00,49%
Online,2021,45.00,36%
Online,2021,47.00,40%
Online,2021,62.00,45%
Online,2021,68.00,64%
Online,2021,59.00,58%
Online,2021,51.00,50%
Online,2021,52.00,39%
Online,2021,54.00,41%
Online,2021,60.00,46%
Online,2021,69.00,64%
Online,2021,39.00,63%
Online,2021,39.00,45%
Online,2021,29.00,48%
Online,2021,34.00,47%
Online,2021,49.00,45%
Online,2021,38.00,40%
Online,2021,37.00,61%
Online,2021,37.00,41%
Online,2021,29.00,49%
Online,2021,32.00,48%
Online,2021,47.00,41%
Online,2021,38.00,39%
Online,2021,38.00,60%
Online,2021,37.00,44%
Online,2021,27.00,45%
Online,2021,33.00,47%
Online,2021,47.00,45%
Online,2021,37.00,37%
Online,2021,39.00,62%
Online,2021,39.00,45%
Online,2021,28.00,46%
Online,2021,33.00,47%
Online,2021,47.00,42%
Online,2021,36.00,35%
Online,2021,45.00,65%
Online,2021,41.00,40%
Online,2021,39.00,49%
Online,2021,39.00,50%
Online,2021,45.00,42%
Online,2021,52.00,40%
Online,2021,46.00,63%
Online,2021,42.00,41%
Online,2021,38.00,45%
Online,2021,38.00,47%
Online,2021,49.00,44%
Online,2021,50.00,37%
Online,2021,48.00,64%
Online,2021,44.00,43%
Online,2021,38.00,48%
Online,2021,39.00,47%
Online,2021,48.00,42%
Online,2021,51.00,36%
Online,2021,47.00,64%
Online,2021,43.00,41%
Online,2021,38.00,45%
Online,2021,38.00,49%
Online,2021,47.00,41%
Online,2021,52.00,40%
Online,2021,48.00,64%
Online,2021,44.00,43%
Online,2021,38.00,46%
Online,2021,38.00,49%
Online,2021,48.00,43%
Online,2021,52.00,40%
Online,2021,50.00,64%
Online,2021,44.00,40%
Online,2021,42.00,46%
Online,2021,41.00,46%
Online,2021,54.00,44%
Online,2021,55.00,37%
Online,2021,53.00,61%
Online,2021,42.00,43%
Online,2021,42.00,50%
Online,2021,42.00,49%
Online,2021,51.00,41%
Online,2021,55.00,39%
Online,2021,52.00,61%
Online,2021,44.00,41%
Online,2021,44.00,46%
Online,2021,44.00,49%
Online,2021,54.00,45%
Online,2021,56.00,36%
Online,2021,29.00,46%
Online,2021,36.00,46%
Online,2021,39.00,45%
Online,2021,38.00,47%
Online,2021,42.00,51%
Online,2021,38.00,45%
Online,2021,27.00,46%
Online,2021,36.00,45%
Online,2021,39.00,45%
Online,2021,38.00,50%
Online,2021,42.00,55%
Online,2021,38.00,43%
Online,2021,38.00,47%
Online,2021,45.00,47%
Online,2021,52.00,48%
Online,2021,48.00,46%
Online,2021,51.00,52%
Online,2021,49.00,42%
Online,2021,52.00,48%
Online,2021,59.00,48%
Online,2021,57.00,49%
Online,2021,42.00,47%
Online,2021,49.00,51%
Online,2021,64.00,44%
Online,2021,46.00,46%
Online,2021,51.00,45%
Online,2021,50.00,50%
Online,2021,47.00,50%
Online,2021,44.00,54%
Online,2021,56.00,43%
Online,2021,53.00,47%
Online,2021,62.00,46%
Online,2021,73.00,48%
Online,2021,72.00,49%
Online,2021,81.00,51%
Online,2021,96.00,40%
Online,2021,79.00,50%
Online,2021,81.00,50%
Online,2021,86.00,45%
Online,2021,82.00,46%
Online,2021,85.00,55%
Online,2021,96.00,40%
Online,2021,83.00,45%
Online,2021,76.00,48%
Online,2021,69.00,48%
Online,2021,66.00,49%
Online,2021,64.00,51%
Online,2021,73.00,42%
Online,2021,46.00,50%
Online,2021,52.00,46%
Online,2021,47.00,47%
Online,2021,45.00,49%
Online,2021,58.00,50%
Online,2021,42.00,43%
Online,2021,38.00,45%
Online,2021,51.00,49%
Online,2021,46.00,46%
Online,2021,41.00,49%
Online,2021,53.00,54%
Online,2021,59.00,44%
Online,2021,42.00,47%
Online,2021,47.00,49%
Online,2021,43.00,48%
Online,2021,52.00,48%
Online,2021,73.00,55%
Online,2021,74.00,40%
Online,2021,60.00,47%
Online,2021,74.00,45%
Online,2021,64.00,48%
Online,2021,67.00,50%
Online,2021,72.00,51%
Online,2021,82.00,43%
Online,2021,34.00,61%
Online,2021,34.00,51%
Online,2021,23.00,40%
Online,2021,29.00,50%
Online,2021,43.00,52%
Online,2021,33.00,68%
Online,2021,34.00,63%
Online,2021,33.00,52%
Online,2021,23.00,43%
Online,2021,28.00,49%
Online,2021,41.00,55%
Online,2021,33.00,67%
Online,2021,34.00,61%
Online,2021,32.00,54%
Online,2021,25.00,40%
Online,2021,29.00,48%
Online,2021,43.00,52%
Online,2021,33.00,69%
Online,2021,32.00,60%
Online,2021,38.00,53%
Online,2021,27.00,42%
Online,2021,32.00,46%
Online,2021,45.00,50%
Online,2021,37.00,69%
Online,2021,48.00,61%
Online,2021,47.00,55%
Online,2021,44.00,40%
Online,2021,42.00,50%
Online,2021,52.00,53%
Online,2021,55.00,70%
Online,2021,52.00,62%
Online,2021,46.00,54%
Online,2021,41.00,44%
Online,2021,43.00,48%
Online,2021,57.00,55%
Online,2021,60.00,65%
Online,2021,57.00,60%
Online,2021,53.00,51%
Online,2021,46.00,45%
Online,2021,47.00,45%
Online,2021,54.00,51%
Online,2021,62.00,69%
Online,2021,55.00,64%
Online,2021,50.00,50%
Online,2021,42.00,42%
Online,2021,34.00,45%
Online,2021,42.00,53%
Online,2021,45.00,68%
Online,2021,42.00,63%
Online,2021,37.00,51%
Online,2021,34.00,42%
Online,2021,34.00,45%
Online,2021,41.00,50%
Online,2021,48.00,65%
Online,2021,49.00,61%
Online,2021,37.00,51%
Online,2021,37.00,45%
Online,2021,38.00,50%
Online,2021,48.00,55%
Online,2021,52.00,70%
Online,2021,49.00,63%
Online,2021,42.00,55%
Online,2021,43.00,45%
Online,2021,41.00,49%
Online,2021,59.00,55%
Online,2021,59.00,69%
Online,2021,55.00,61%
Online,2021,46.00,53%
Online,2021,48.00,45%
Online,2021,48.00,48%
Online,2021,55.00,52%
Online,2021,59.00,65%
Online,2021,27.00,50%
Online,2021,29.00,47%
Online,2021,19.00,45%
Online,2021,24.00,52%
Online,2021,39.00,49%
Online,2021,29.00,63%
Online,2021,29.00,53%
Online,2021,28.00,49%
Online,2021,19.00,45%
Online,2021,24.00,52%
Online,2021,38.00,45%
Online,2021,28.00,63%
Online,2021,34.00,51%
Online,2021,34.00,45%
Online,2021,23.00,46%
Online,2021,28.00,51%
Online,2021,41.00,49%
Online,2021,34.00,65%
Online,2021,33.00,52%
Online,2021,27.00,49%
Online,2021,18.00,49%
Online,2021,23.00,52%
Online,2021,36.00,45%
Online,2021,28.00,61%
Online,2021,39.00,51%
Online,2021,34.00,47%
Online,2021,29.00,46%
Online,2021,29.00,55%
Online,2021,44.00,48%
Online,2021,45.00,60%
Online,2021,32.00,54%
Online,2021,27.00,46%
Online,2021,23.00,49%
Online,2021,23.00,50%
Online,2021,38.00,45%
Online,2021,42.00,65%
Online,2021,36.00,55%
Online,2021,33.00,47%
Online,2021,29.00,46%
Online,2021,29.00,53%
Online,2021,37.00,49%
Online,2021,41.00,61%
Online,2021,38.00,50%
Online,2021,38.00,46%
Online,2021,32.00,46%
Online,2021,24.00,55%
Online,2021,34.00,47%
Online,2021,36.00,65%
Online,2021,32.00,50%
Online,2021,28.00,47%
Online,2021,14.00,49%
Online,2021,14.00,53%
Online,2021,23.00,47%
Online,2021,28.00,64%
Online,2021,34.00,51%
Online,2021,24.00,50%
Online,2021,23.00,48%
Online,2021,23.00,50%
Online,2021,32.00,47%
Online,2021,38.00,64%
Online,2021,34.00,51%
Online,2021,23.00,45%
Online,2021,23.00,49%
Online,2021,23.00,52%
Online,2021,43.00,48%
Online,2021,48.00,63%
Online,2021,41.00,52%
Online,2021,32.00,48%
Online,2021,32.00,47%
Online,2021,34.00,52%
Online,2021,42.00,50%
Online,2021,47.00,61%
Online,2021,23.00,55%
Online,2021,23.00,47%
Online,2021,14.00,47%
Online,2021,18.00,52%
Online,2021,33.00,47%
Online,2021,24.00,64%
Online,2021,25.00,53%
Online,2021,24.00,47%
Online,2021,14.00,45%
Online,2021,19.00,50%
Online,2021,32.00,45%
Online,2021,24.00,62%
Online,2021,29.00,52%
Online,2021,28.00,50%
Online,2021,18.00,50%
Online,2021,23.00,53%
Online,2021,38.00,50%
Online,2021,29.00,64%
Online,2021,27.00,50%
Online,2021,25.00,45%
Online,2021,14.00,46%
Online,2021,18.00,53%
Online,2021,33.00,46%
Online,2021,24.00,60%
Online,2021,32.00,51%
Online,2021,29.00,49%
Online,2021,25.00,50%
Online,2021,23.00,55%
Online,2021,39.00,50%
Online,2021,44.00,65%
Online,2021,28.00,51%
Online,2021,24.00,49%
Online,2021,19.00,49%
Online,2021,19.00,51%
Online,2021,34.00,45%
Online,2021,38.00,60%
Online,2021,34.00,52%
Online,2021,29.00,48%
Online,2021,24.00,48%
Online,2021,23.00,50%
Online,2021,32.00,46%
Online,2021,38.00,65%
Online,2021,33.00,50%
Online,2021,34.00,47%
Online,2021,29.00,49%
Online,2021,19.00,53%
Online,2021,29.00,46%
Online,2021,32.00,60%
Online,2021,29.00,52%
Online,2021,23.00,45%
Online,2021,9.00,50%
Online,2021,10.00,51%
Online,2021,19.00,50%
Online,2021,24.00,64%
Online,2021,28.00,51%
Online,2021,19.00,50%
Online,2021,19.00,49%
Online,2021,19.00,55%
Online,2021,29.00,50%
Online,2021,32.00,62%
Online,2021,29.00,50%
Online,2021,20.00,46%
Online,2021,19.00,48%
Online,2021,19.00,51%
Online,2021,39.00,49%
Online,2021,43.00,65%
Online,2021,39.00,55%
Online,2021,28.00,49%
Online,2021,29.00,47%
Online,2021,27.00,51%
Online,2021,38.00,50%
Online,2021,42.00,61%
Online,2021,27.00,48%
Online,2021,39.00,49%
Online,2021,39.00,48%
Online,2021,39.00,46%
Online,2021,42.00,55%
Online,2021,39.00,43%
Online,2021,29.00,45%
Online,2021,39.00,48%
Online,2021,36.00,45%
Online,2021,39.00,48%
Online,2021,42.00,52%
Online,2021,37.00,40%
Online,2021,38.00,49%
Online,2021,45.00,48%
Online,2021,54.00,45%
Online,2021,49.00,48%
Online,2021,54.00,53%
Online,2021,49.00,42%
Online,2021,51.00,46%
Online,2021,54.00,49%
Online,2021,55.00,48%
Online,2021,41.00,50%
Online,2021,48.00,50%
Online,2021,59.00,45%
Online,2021,48.00,45%
Online,2021,50.00,46%
Online,2021,50.00,50%
Online,2021,49.00,48%
Online,2021,41.00,55%
Online,2021,54.00,45%
Online,2021,51.00,49%
Online,2021,62.00,49%
Online,2021,78.00,46%
Online,2021,74.00,50%
Online,2021,86.00,53%
Online,2021,95.00,45%
Online,2021,79.00,48%
Online,2021,85.00,47%
Online,2021,86.00,47%
Online,2021,82.00,48%
Online,2021,84.00,50%
Online,2021,97.00,42%
Online,2021,81.00,48%
Online,2021,76.00,49%
Online,2021,68.00,49%
Online,2021,68.00,46%
Online,2021,65.00,53%
Online,2021,69.00,44%
Online,2021,46.00,45%
Online,2021,51.00,46%
Online,2021,49.00,45%
Online,2021,49.00,46%
Online,2021,58.00,53%
Online,2021,41.00,42%
Online,2021,38.00,47%
Online,2021,50.00,46%
Online,2021,46.00,49%
Online,2021,44.00,48%
Online,2021,51.00,54%
Online,2021,58.00,43%
Online,2021,44.00,46%
Online,2021,48.00,50%
Online,2021,42.00,50%
Online,2021,51.00,46%
Online,2021,68.00,54%
Online,2021,76.00,42%
Online,2021,61.00,48%
Online,2021,72.00,47%
Online,2021,67.00,45%
Online,2021,67.00,45%
Online,2021,72.00,50%
Online,2021,77.00,40%
Online,2021,33.00,51%
Online,2021,42.00,54%
Online,2021,43.00,54%
Online,2021,41.00,55%
Online,2021,46.00,59%
Online,2021,41.00,48%
Online,2021,33.00,53%
Online,2021,41.00,51%
Online,2021,41.00,52%
Online,2021,44.00,55%
Online,2021,48.00,60%
Online,2021,44.00,48%
Online,2021,44.00,51%
Online,2021,51.00,55%
Online,2021,56.00,55%
Online,2021,50.00,55%
Online,2021,56.00,60%
Online,2021,41.00,45%
Online,2021,48.00,52%
Online,2021,52.00,50%
Online,2021,52.00,51%
Online,2021,39.00,53%
Online,2021,43.00,57%
Online,2021,55.00,50%
Online,2021,43.00,53%
Online,2021,47.00,52%
Online,2021,49.00,51%
Online,2021,44.00,51%
Online,2021,36.00,59%
Online,2021,59.00,45%
Online,2021,58.00,51%
Online,2021,65.00,52%
Online,2021,83.00,55%
Online,2021,82.00,55%
Online,2021,92.00,57%
Online,2021,100.00,48%
Online,2021,86.00,53%
Online,2021,92.00,55%
Online,2021,90.00,54%
Online,2021,86.00,54%
Online,2021,86.00,58%
Online,2021,103.00,48%
Online,2021,86.00,51%
Online,2021,77.00,51%
Online,2021,70.00,55%
Online,2021,74.00,53%
Online,2021,64.00,59%
Online,2021,63.00,49%
Online,2021,43.00,55%
Online,2021,46.00,51%
Online,2021,43.00,52%
Online,2021,41.00,51%
Online,2021,51.00,55%
Online,2021,39.00,50%
Online,2021,34.00,54%
Online,2021,45.00,55%
Online,2021,42.00,50%
Online,2021,36.00,50%
Online,2021,47.00,59%
Online,2021,50.00,47%
Online,2021,39.00,50%
Online,2021,42.00,52%
Online,2021,38.00,52%
Online,2021,48.00,50%
Online,2021,68.00,55%
Online,2021,81.00,48%
Online,2021,69.00,52%
Online,2021,72.00,50%
Online,2021,69.00,52%
Online,2021,72.00,54%
Online,2021,82.00,58%
Online,2021,87.00,45%
Online,2021,19.00,43%
Online,2021,28.00,45%
Online,2021,28.00,40%
Online,2021,33.00,53%
Online,2021,36.00,37%
Online,2021,34.00,60%
Online,2021,23.00,40%
Online,2021,32.00,42%
Online,2021,34.00,41%
Online,2021,32.00,54%
Online,2021,39.00,35%
Online,2021,34.00,55%
Online,2021,28.00,45%
Online,2021,36.00,46%
Online,2021,28.00,49%
Online,2021,33.00,58%
Online,2021,37.00,45%
Online,2021,33.00,65%
Online,2021,19.00,47%
Online,2021,29.00,48%
Online,2021,24.00,47%
Online,2021,29.00,55%
Online,2021,34.00,43%
Online,2021,28.00,61%
Online,2021,18.00,50%
Online,2021,28.00,48%
Online,2021,23.00,47%
Online,2021,33.00,55%
Online,2021,47.00,40%
Online,2021,42.00,63%
Online,2021,42.00,49%
Online,2021,46.00,48%
Online,2021,47.00,48%
Online,2021,48.00,59%
Online,2021,52.00,43%
Online,2021,55.00,61%
Online,2021,48.00,50%
Online,2021,52.00,52%
Online,2021,46.00,55%
Online,2021,47.00,64%
Online,2021,53.00,48%
Online,2021,64.00,69%
Online,2021,46.00,55%
Online,2021,53.00,53%
Online,2021,46.00,53%
Online,2021,48.00,65%
Online,2021,52.00,46%
Online,2021,54.00,68%
Online,2021,50.00,50%
Online,2021,50.00,52%
Online,2021,56.00,52%
Online,2021,55.00,63%
Online,2021,50.00,46%
Online,2021,49.00,67%
Online,2021,36.00,51%
Online,2021,37.00,54%
Online,2021,41.00,51%
Online,2021,44.00,65%
